query_name,id,display_name,works_api_url,h_index,works_count,country_code,matched,error
Daniel E. Ho,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+E.+Ho&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel G. Goldstein,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+G.+Goldstein&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Juhász Vigild,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Juh%C3%A1sz+Vigild&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Larremore,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Larremore&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Matter,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Matter&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Molitor,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Molitor&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel O'Brien,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+O%27Brien&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Racek,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Racek&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Romero,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Romero&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniel Wojahn,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniel+Wojahn&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniela Braun,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniela+Braun&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniela Paolotti,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniela+Paolotti&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniela Perrotta,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniela+Perrotta&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniele Barolo,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniele+Barolo&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Daniele Quercia,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Daniele+Quercia&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Danny Tse,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Danny+Tse&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dario Krpan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dario+Krpan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dashun Wang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dashun+Wang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Alexander Ehrlich,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Alexander+Ehrlich&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Bamman,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Bamman&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Borukhson,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Borukhson&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Broska,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Broska&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David C. Jangraw,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+C.+Jangraw&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David C. Parkes,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+C.+Parkes&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Gamba,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Gamba&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Garcia,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Garcia&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Harding,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Harding&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Jurgens,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Jurgens&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Lazer,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Lazer&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Mimno,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Mimno&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Mingfei Liu,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Mingfei+Liu&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Rand,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Rand&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
David Rothschild,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=David+Rothschild&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Davide Beraldo,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Davide+Beraldo&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Davide Molteni,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Davide+Molteni&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Davide Vega,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Davide+Vega&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dean Eckles,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dean+Eckles&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dean Knox,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dean+Knox&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Deb Roy,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Deb+Roy&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Deborah N Brewis,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Deborah+N+Brewis&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Deepak Sharma,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Deepak+Sharma&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Denis Bonnay,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Denis+Bonnay&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Denitsa Saynova,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Denitsa+Saynova&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Derek Holliday,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Derek+Holliday&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Derek Ouyang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Derek+Ouyang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Derek Powell,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Derek+Powell&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Deshan Sumanathilaka,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Deshan+Sumanathilaka&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Desheng Hu,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Desheng+Hu&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diana Jordan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diana+Jordan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Didem Gundogdu,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Didem+Gundogdu&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diego Donoso,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diego+Donoso&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diego Fregolent Mendes de Oliveira,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diego+Fregolent+Mendes+de+Oliveira&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diego Garlaschelli,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diego+Garlaschelli&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diego Giuliani,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diego+Giuliani&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dietram A. Scheufele,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dietram+A.+Scheufele&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diletta Goglia,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diletta+Goglia&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dimitrios Kokkinakis,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dimitrios+Kokkinakis&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dingeman Jan Van der Laan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dingeman+Jan+Van+der+Laan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dino Pedreschi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dino+Pedreschi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diogo Geraldes,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diogo+Geraldes&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dirk U. Wulff,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dirk+U.+Wulff&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diyi Liu,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diyi+Liu&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Diyi Yang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Diyi+Yang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Do Won Kim,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Do+Won+Kim&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
DoeunKim,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=DoeunKim&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dominik Batorski,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dominik+Batorski&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dominik Loibner,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dominik+Loibner&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dong Nguyen,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dong+Nguyen&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
DongHak Lee,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=DongHak+Lee&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dongping Chen,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dongping+Chen&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Douglas Guilbeault,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Douglas+Guilbeault&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Douglas Richard Guilbeault,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Douglas+Richard+Guilbeault&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Drew Johnston,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Drew+Johnston&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Duilio Balsamo,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Duilio+Balsamo&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Duncan Cassells,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Duncan+Cassells&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Duncan Watts,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Duncan+Watts&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dustin Brunner,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dustin+Brunner&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dustin Wright,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dustin+Wright&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Dylan Thurgood,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Dylan+Thurgood&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Eaman Jahani,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Eaman+Jahani&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ece Calikus,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ece+Calikus&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Eckehard Olbrich,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Eckehard+Olbrich&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Eddie Yang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Eddie+Yang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Edmond Awad,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Edmond+Awad&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Edoardo Di Martino,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Edoardo+Di+Martino&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Edoardo Loru,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Edoardo+Loru&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Edoardo Maggioni,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Edoardo+Maggioni&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Edwin de Jonge,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Edwin+de+Jonge&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Eelke Heemskerk,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Eelke+Heemskerk&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Efe Tüzün,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Efe+T%C3%BCz%C3%BCn&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ege Demirci,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ege+Demirci&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Egor Kotov,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Egor+Kotov&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
