query_name,id,display_name,works_api_url,h_index,works_count,country_code,matched,cited_by_count
,https://openalex.org/A5009911024,Gisele L. Pappa,https://api.openalex.org/works?filter=author.id:A5009911024,28.0,237.0,BR,,2758.0
,https://openalex.org/A5010004183,Dominique Stutzmann,https://api.openalex.org/works?filter=author.id:A5010004183,11.0,228.0,FR,,429.0
,https://openalex.org/A5010063991,Thies Pfeiffer,https://api.openalex.org/works?filter=author.id:A5010063991,29.0,199.0,DE,,2996.0
,https://openalex.org/A5009798144,Jennifer B. Dowd,https://api.openalex.org/works?filter=author.id:A5009798144,48.0,178.0,GB,,10291.0
,https://openalex.org/A5009991655,Keisuke Imoto,https://api.openalex.org/works?filter=author.id:A5009991655,15.0,155.0,JP,,866.0
,https://openalex.org/A5009943357,Keith Burghardt,https://api.openalex.org/works?filter=author.id:A5009943357,13.0,126.0,US,,718.0
,https://openalex.org/A5009914424,Yaakov Kareev,https://api.openalex.org/works?filter=author.id:A5009914424,22.0,113.0,,,2150.0
,https://openalex.org/A5009912542,Mayuram S. Krishnan,https://api.openalex.org/works?filter=author.id:A5009912542,37.0,111.0,,,8071.0
,https://openalex.org/A5009958753,Bárbara Poblete,https://api.openalex.org/works?filter=author.id:A5009958753,20.0,100.0,US,,5267.0
,https://openalex.org/A5009867814,Rebecca S. Williams,https://api.openalex.org/works?filter=author.id:A5009867814,25.0,84.0,US,,1933.0
,https://openalex.org/A5009805342,Rebecca Weiss,https://api.openalex.org/works?filter=author.id:A5009805342,12.0,75.0,US,,541.0
,https://openalex.org/A5009970175,Li Weng,https://api.openalex.org/works?filter=author.id:A5009970175,13.0,75.0,CN,,2285.0
,https://openalex.org/A5009826260,Gilles Dutilh,https://api.openalex.org/works?filter=author.id:A5009826260,20.0,74.0,,,2728.0
,https://openalex.org/A5009826771,Lysianne Beynel,https://api.openalex.org/works?filter=author.id:A5009826771,14.0,67.0,US,,966.0
,https://openalex.org/A5009817240,Mrinalini Kochupillai,https://api.openalex.org/works?filter=author.id:A5009817240,10.0,61.0,FI,,552.0
,https://openalex.org/A5009974649,Shauna M. Bowes,https://api.openalex.org/works?filter=author.id:A5009974649,15.0,57.0,US,,1130.0
,https://openalex.org/A5009855289,Sandra Jarvis-Selinger,https://api.openalex.org/works?filter=author.id:A5009855289,19.0,54.0,CA,,2212.0
,https://openalex.org/A5009877586,Yu Wang,https://api.openalex.org/works?filter=author.id:A5009877586,14.0,54.0,CN,,1215.0
,https://openalex.org/A5009871674,Vladimir Pislyakov,https://api.openalex.org/works?filter=author.id:A5009871674,12.0,50.0,RU,,686.0
,https://openalex.org/A5009779130,Troy Tassier,https://api.openalex.org/works?filter=author.id:A5009779130,11.0,49.0,US,,451.0
,https://openalex.org/A5010019630,Fabien Tarissan,https://api.openalex.org/works?filter=author.id:A5010019630,11.0,49.0,FR,,341.0
,https://openalex.org/A5009952799,David M. Hureau,https://api.openalex.org/works?filter=author.id:A5009952799,19.0,35.0,US,,3543.0
,https://openalex.org/A5009837987,Gang Li,https://api.openalex.org/works?filter=author.id:A5009837987,10.0,34.0,CN,,366.0
,https://openalex.org/A5009862994,Hanya M. Qureshi,https://api.openalex.org/works?filter=author.id:A5009862994,9.0,34.0,US,,274.0
,https://openalex.org/A5009782240,Amal Htait,https://api.openalex.org/works?filter=author.id:A5009782240,8.0,31.0,GB,,151.0
,https://openalex.org/A5009939188,Xinyue Pan,https://api.openalex.org/works?filter=author.id:A5009939188,10.0,30.0,MY,,800.0
,https://openalex.org/A5009943536,Ulrike Padó,https://api.openalex.org/works?filter=author.id:A5009943536,9.0,29.0,DE,,408.0
,https://openalex.org/A5009980324,Mirac Süzgün,https://api.openalex.org/works?filter=author.id:A5009980324,13.0,29.0,US,,2702.0
,https://openalex.org/A5009844359,Vasyl Palchykov,https://api.openalex.org/works?filter=author.id:A5009844359,9.0,28.0,BG,,668.0
,https://openalex.org/A5010021475,Roman Schaffert,https://api.openalex.org/works?filter=author.id:A5010021475,8.0,23.0,DE,,207.0
,https://openalex.org/A5009867346,Danielle Yugbaré Belemsaga,https://api.openalex.org/works?filter=author.id:A5009867346,8.0,21.0,BF,,165.0
,https://openalex.org/A5010049988,Fiona J. Thomson,https://api.openalex.org/works?filter=author.id:A5010049988,13.0,20.0,,,1561.0
,https://openalex.org/A5009922010,Meni Adler,https://api.openalex.org/works?filter=author.id:A5009922010,11.0,19.0,IL,,413.0
,https://openalex.org/A5009911876,Christos Xypolopoulos,https://api.openalex.org/works?filter=author.id:A5009911876,6.0,18.0,,,125.0
,https://openalex.org/A5009855063,Andrea Knecht,https://api.openalex.org/works?filter=author.id:A5009855063,8.0,17.0,DE,,523.0
,https://openalex.org/A5009953672,Salvatore Sberna,https://api.openalex.org/works?filter=author.id:A5009953672,7.0,17.0,,,218.0
,https://openalex.org/A5009897134,Salar Jahedi,https://api.openalex.org/works?filter=author.id:A5009897134,7.0,14.0,,,580.0
,https://openalex.org/A5009929754,Marcello Paolo Scipioni,https://api.openalex.org/works?filter=author.id:A5009929754,7.0,13.0,IT,,261.0
,https://openalex.org/A5009806337,Rijul Magu,https://api.openalex.org/works?filter=author.id:A5009806337,4.0,10.0,US,,157.0
,https://openalex.org/A5009878642,Maciej Doniec,https://api.openalex.org/works?filter=author.id:A5009878642,2.0,4.0,PL,,18.0
,https://openalex.org/A5010067577,Clemens Wenneker,https://api.openalex.org/works?filter=author.id:A5010067577,3.0,4.0,,,90.0
,https://openalex.org/A5009939571,Rebecca NH de Leeuw,https://api.openalex.org/works?filter=author.id:A5009939571,2.0,2.0,NL,,46.0
,https://openalex.org/A5009773291,Gamaliel Percino,https://api.openalex.org/works?filter=author.id:A5009773291,1.0,1.0,AT,,29.0
,https://openalex.org/A5010248533,Maja J. Matarić,https://api.openalex.org/works?filter=author.id:A5010248533,84.0,668.0,US,,30165.0
,https://openalex.org/A5010087030,Dahua Lin,https://api.openalex.org/works?filter=author.id:A5010087030,89.0,640.0,CN,,42598.0
,https://openalex.org/A5010264892,Denis Gerstorf,https://api.openalex.org/works?filter=author.id:A5010264892,61.0,560.0,DE,,14422.0
,https://openalex.org/A5010137520,Peter Temin,https://api.openalex.org/works?filter=author.id:A5010137520,53.0,493.0,US,,10069.0
,https://openalex.org/A5010094006,Giuseppe Carrà,https://api.openalex.org/works?filter=author.id:A5010094006,56.0,427.0,IT,,8734.0
,https://openalex.org/A5010152619,Mehmet A. Orgun,https://api.openalex.org/works?filter=author.id:A5010152619,43.0,369.0,AU,,7935.0
,https://openalex.org/A5010195450,Jiro Kasahara,https://api.openalex.org/works?filter=author.id:A5010195450,39.0,323.0,JP,,4788.0
,https://openalex.org/A5010237794,Karen Kafadar,https://api.openalex.org/works?filter=author.id:A5010237794,29.0,292.0,US,,6689.0
,https://openalex.org/A5010277929,Miguel Marino,https://api.openalex.org/works?filter=author.id:A5010277929,39.0,284.0,US,,6076.0
,https://openalex.org/A5010172983,Emma McIntosh,https://api.openalex.org/works?filter=author.id:A5010172983,41.0,283.0,GB,,11748.0
,https://openalex.org/A5010222716,Shalom H. Schwartz,https://api.openalex.org/works?filter=author.id:A5010222716,112.0,278.0,,,90829.0
,https://openalex.org/A5010148429,John A. Naslund,https://api.openalex.org/works?filter=author.id:A5010148429,51.0,259.0,US,,12246.0
,https://openalex.org/A5010176677,Zhengxing Chen,https://api.openalex.org/works?filter=author.id:A5010176677,51.0,251.0,CN,,8557.0
,https://openalex.org/A5010319947,Rainer Bromme,https://api.openalex.org/works?filter=author.id:A5010319947,49.0,227.0,DE,,7996.0
,https://openalex.org/A5010170517,Detlef Schoder,https://api.openalex.org/works?filter=author.id:A5010170517,30.0,211.0,DE,,3211.0
,https://openalex.org/A5010102166,Jane Yu,https://api.openalex.org/works?filter=author.id:A5010102166,39.0,202.0,NZ,,5766.0
,https://openalex.org/A5010144610,Xin Zhang,https://api.openalex.org/works?filter=author.id:A5010144610,36.0,195.0,CN,,6262.0
,https://openalex.org/A5010247628,Tomaso Duso,https://api.openalex.org/works?filter=author.id:A5010247628,28.0,188.0,DE,,2751.0
,https://openalex.org/A5010084304,Cynthia Barnhart,https://api.openalex.org/works?filter=author.id:A5010084304,48.0,147.0,US,,9933.0
,https://openalex.org/A5010185999,Zhidong Guan,https://api.openalex.org/works?filter=author.id:A5010185999,24.0,145.0,CN,,1633.0
,https://openalex.org/A5010139846,Thomas Kvan,https://api.openalex.org/works?filter=author.id:A5010139846,26.0,139.0,CN,,2901.0
,https://openalex.org/A5010296063,Hanno Hilbig,https://api.openalex.org/works?filter=author.id:A5010296063,8.0,130.0,US,,373.0
,https://openalex.org/A5010271530,Jian Yan,https://api.openalex.org/works?filter=author.id:A5010271530,41.0,127.0,CN,,5990.0
,https://openalex.org/A5010106841,Peng Zhao,https://api.openalex.org/works?filter=author.id:A5010106841,20.0,107.0,CN,,1303.0
,https://openalex.org/A5010238198,Johanna Beyer,https://api.openalex.org/works?filter=author.id:A5010238198,26.0,107.0,US,,2202.0
,https://openalex.org/A5010067891,Raphael van Riel,https://api.openalex.org/works?filter=author.id:A5010067891,11.0,90.0,DE,,597.0
,https://openalex.org/A5010144873,Caroline Sporleder,https://api.openalex.org/works?filter=author.id:A5010144873,23.0,88.0,DE,,1889.0
,https://openalex.org/A5010259040,Nicole M. Stephens,https://api.openalex.org/works?filter=author.id:A5010259040,33.0,86.0,US,,6168.0
,https://openalex.org/A5010238855,Reinhard Pollak,https://api.openalex.org/works?filter=author.id:A5010238855,19.0,85.0,DE,,2929.0
,https://openalex.org/A5010293640,Matthew J. Vowels,https://api.openalex.org/works?filter=author.id:A5010293640,11.0,81.0,,,567.0
,https://openalex.org/A5010295611,Martin Pielot,https://api.openalex.org/works?filter=author.id:A5010295611,32.0,75.0,,,3235.0
,https://openalex.org/A5010315779,Ingrid Spies,https://api.openalex.org/works?filter=author.id:A5010315779,21.0,71.0,US,,1896.0
,https://openalex.org/A5010146439,Alexander Amini,https://api.openalex.org/works?filter=author.id:A5010146439,19.0,70.0,US,,2814.0
,https://openalex.org/A5010205815,Andrew Westbrook,https://api.openalex.org/works?filter=author.id:A5010205815,22.0,65.0,US,,3044.0
,https://openalex.org/A5010170513,Bocar Ba,https://api.openalex.org/works?filter=author.id:A5010170513,9.0,57.0,US,,560.0
,https://openalex.org/A5010312282,Ravi Bhavnani,https://api.openalex.org/works?filter=author.id:A5010312282,14.0,53.0,CH,,1281.0
,https://openalex.org/A5010144784,Darryl Woodford,https://api.openalex.org/works?filter=author.id:A5010144784,6.0,45.0,,,99.0
,https://openalex.org/A5010287399,Inho Hong,https://api.openalex.org/works?filter=author.id:A5010287399,6.0,40.0,KR,,188.0
,https://openalex.org/A5010252299,A. Lynn Stephens,https://api.openalex.org/works?filter=author.id:A5010252299,9.0,31.0,US,,217.0
,https://openalex.org/A5010149819,Anahid Jalali,https://api.openalex.org/works?filter=author.id:A5010149819,6.0,30.0,AT,,106.0
,https://openalex.org/A5010148927,Carlo Nicolini,https://api.openalex.org/works?filter=author.id:A5010148927,10.0,29.0,,,431.0
,https://openalex.org/A5010107878,Maud Thomas,https://api.openalex.org/works?filter=author.id:A5010107878,7.0,28.0,FR,,254.0
,https://openalex.org/A5010222360,Lianhe Zhao,https://api.openalex.org/works?filter=author.id:A5010222360,11.0,25.0,CN,,4333.0
,https://openalex.org/A5010257279,Yunjiao Luo,https://api.openalex.org/works?filter=author.id:A5010257279,6.0,17.0,CN,,109.0
,https://openalex.org/A5010271912,Jens Lundgren,https://api.openalex.org/works?filter=author.id:A5010271912,4.0,6.0,SE,,119.0
,https://openalex.org/A5010287678,Scott Brophy,https://api.openalex.org/works?filter=author.id:A5010287678,2.0,6.0,,,112.0
,https://openalex.org/A5010108912,Jessica Zubric,https://api.openalex.org/works?filter=author.id:A5010108912,3.0,3.0,US,,479.0
,https://openalex.org/A5010233879,Cindee Knopp,https://api.openalex.org/works?filter=author.id:A5010233879,2.0,3.0,DE,,62.0
,https://openalex.org/A5010117081,M. Tartari,https://api.openalex.org/works?filter=author.id:A5010117081,1.0,2.0,,,24.0
,https://openalex.org/A5010135723,Sahil Yakhmi,https://api.openalex.org/works?filter=author.id:A5010135723,1.0,1.0,US,,59.0
,https://openalex.org/A5010334964,Qiuwei Wu,https://api.openalex.org/works?filter=author.id:A5010334964,76.0,745.0,GB,,20560.0
,https://openalex.org/A5010458603,Damiaan Denys,https://api.openalex.org/works?filter=author.id:A5010458603,88.0,699.0,NL,,30075.0
,https://openalex.org/A5010366936,Fabio Babiloni,https://api.openalex.org/works?filter=author.id:A5010366936,81.0,641.0,IT,,20945.0
,https://openalex.org/A5010414972,James Hendler,https://api.openalex.org/works?filter=author.id:A5010414972,84.0,606.0,US,,37557.0
,https://openalex.org/A5010511810,Jaeho Cho,https://api.openalex.org/works?filter=author.id:A5010511810,46.0,493.0,KR,,9117.0
,https://openalex.org/A5010366012,Cornelia Betsch,https://api.openalex.org/works?filter=author.id:A5010366012,52.0,386.0,US,,13316.0
,https://openalex.org/A5010556700,Michael A. Russell,https://api.openalex.org/works?filter=author.id:A5010556700,64.0,294.0,US,,12983.0
,https://openalex.org/A5010395244,Γεώργιος Παλιούρας,https://api.openalex.org/works?filter=author.id:A5010395244,36.0,289.0,GR,,5845.0
,https://openalex.org/A5010490290,Martin A. Lindquist,https://api.openalex.org/works?filter=author.id:A5010490290,56.0,277.0,US,,16360.0
,https://openalex.org/A5010406288,Fang Li,https://api.openalex.org/works?filter=author.id:A5010406288,27.0,261.0,CN,,2815.0
,https://openalex.org/A5010383765,C Allyson Jones,https://api.openalex.org/works?filter=author.id:A5010383765,42.0,259.0,GB,,6342.0
,https://openalex.org/A5010373442,Peng Tao,https://api.openalex.org/works?filter=author.id:A5010373442,35.0,251.0,CN,,4198.0
,https://openalex.org/A5010436269,Krzysztof Z. Gajos,https://api.openalex.org/works?filter=author.id:A5010436269,52.0,182.0,US,,9119.0
,https://openalex.org/A5010349830,Michel Le Van Quyen,https://api.openalex.org/works?filter=author.id:A5010349830,52.0,162.0,FR,,9856.0
,https://openalex.org/A5010560919,Alexander Kautzky,https://api.openalex.org/works?filter=author.id:A5010560919,33.0,139.0,SE,,2671.0
,https://openalex.org/A5010321059,Thang N. Dinh,https://api.openalex.org/works?filter=author.id:A5010321059,30.0,124.0,US,,3493.0
,https://openalex.org/A5010519712,Cailin O’Connor,https://api.openalex.org/works?filter=author.id:A5010519712,24.0,121.0,US,,2156.0
,https://openalex.org/A5010472844,Edward B. Smith,https://api.openalex.org/works?filter=author.id:A5010472844,24.0,115.0,US,,2775.0
,https://openalex.org/A5010549657,Ylva B. Almquist,https://api.openalex.org/works?filter=author.id:A5010549657,27.0,113.0,SE,,2028.0
,https://openalex.org/A5010379587,Xiaoqiang Liang,https://api.openalex.org/works?filter=author.id:A5010379587,25.0,110.0,CN,,2481.0
,https://openalex.org/A5010406221,Stephanie D. Teasley,https://api.openalex.org/works?filter=author.id:A5010406221,31.0,110.0,US,,6500.0
,https://openalex.org/A5010437701,Chris Greig,https://api.openalex.org/works?filter=author.id:A5010437701,24.0,101.0,US,,2353.0
,https://openalex.org/A5010376144,Changwoo Yoon,https://api.openalex.org/works?filter=author.id:A5010376144,22.0,95.0,,,1778.0
,https://openalex.org/A5010432596,Dean Korošak,https://api.openalex.org/works?filter=author.id:A5010432596,17.0,88.0,SI,,1373.0
,https://openalex.org/A5010376328,Ziv Carmon,https://api.openalex.org/works?filter=author.id:A5010376328,25.0,78.0,SG,,4517.0
,https://openalex.org/A5010420590,Caitlin Robinson,https://api.openalex.org/works?filter=author.id:A5010420590,15.0,74.0,GB,,1003.0
,https://openalex.org/A5010467794,Philip Kaminsky,https://api.openalex.org/works?filter=author.id:A5010467794,25.0,72.0,US,,4045.0
,https://openalex.org/A5010472990,Gee‐Woo Bock,https://api.openalex.org/works?filter=author.id:A5010472990,21.0,67.0,KR,,2486.0
,https://openalex.org/A5010539758,Mari‐Klara Stein,https://api.openalex.org/works?filter=author.id:A5010539758,14.0,67.0,EE,,1934.0
,https://openalex.org/A5010557815,Shengding Hu,https://api.openalex.org/works?filter=author.id:A5010557815,16.0,66.0,,,8344.0
,https://openalex.org/A5010347798,AJ Alvero,https://api.openalex.org/works?filter=author.id:A5010347798,8.0,62.0,US,,257.0
,https://openalex.org/A5010320586,Randall H. Bender,https://api.openalex.org/works?filter=author.id:A5010320586,18.0,50.0,US,,1805.0
,https://openalex.org/A5010354621,Nikolaus Weichselbaumer,https://api.openalex.org/works?filter=author.id:A5010354621,4.0,43.0,DE,,65.0
,https://openalex.org/A5010424762,Heather Akin,https://api.openalex.org/works?filter=author.id:A5010424762,17.0,42.0,US,,795.0
,https://openalex.org/A5010366466,A. Worley,https://api.openalex.org/works?filter=author.id:A5010366466,9.0,40.0,GB,,354.0
,https://openalex.org/A5010550929,Christopher T. Begeny,https://api.openalex.org/works?filter=author.id:A5010550929,18.0,40.0,GB,,1736.0
,https://openalex.org/A5010390677,Paul J. Maher,https://api.openalex.org/works?filter=author.id:A5010390677,13.0,39.0,IE,,501.0
,https://openalex.org/A5010455304,Viviana Amati,https://api.openalex.org/works?filter=author.id:A5010455304,13.0,39.0,IT,,667.0
,https://openalex.org/A5010360640,Francesco Picciolo,https://api.openalex.org/works?filter=author.id:A5010360640,8.0,33.0,IT,,220.0
,https://openalex.org/A5010466665,Alicia Smallwood,https://api.openalex.org/works?filter=author.id:A5010466665,9.0,18.0,US,,346.0
,https://openalex.org/A5010562415,Katalin Füzér,https://api.openalex.org/works?filter=author.id:A5010562415,4.0,16.0,HU,,48.0
,https://openalex.org/A5010394520,Chao Baichong,https://api.openalex.org/works?filter=author.id:A5010394520,2.0,10.0,CN,,48.0
,https://openalex.org/A5010488057,Tonya Nguyen,https://api.openalex.org/works?filter=author.id:A5010488057,6.0,10.0,US,,121.0
,https://openalex.org/A5010397486,Oana Mitruț,https://api.openalex.org/works?filter=author.id:A5010397486,7.0,7.0,RO,,139.0
,https://openalex.org/A5010532285,M. Schramme,https://api.openalex.org/works?filter=author.id:A5010532285,3.0,6.0,DE,,102.0
,https://openalex.org/A5010566604,Lukas William Mayer,https://api.openalex.org/works?filter=author.id:A5010566604,2.0,6.0,US,,77.0
,https://openalex.org/A5010422300,Zak Evernden,https://api.openalex.org/works?filter=author.id:A5010422300,3.0,3.0,GB,,1435.0
,https://openalex.org/A5010507452,Suzanne Holder,https://api.openalex.org/works?filter=author.id:A5010507452,2.0,3.0,US,,19.0
,https://openalex.org/A5010367119,Abbey Liu,https://api.openalex.org/works?filter=author.id:A5010367119,2.0,2.0,US,,31.0
,https://openalex.org/A5010513018,Dominique Gielen,https://api.openalex.org/works?filter=author.id:A5010513018,1.0,1.0,,,75.0
,https://openalex.org/A5010571732,Deepak L. Bhatt,https://api.openalex.org/works?filter=author.id:A5010571732,195.0,3654.0,US,,214625.0
,https://openalex.org/A5010623957,Cecilia Mascolo,https://api.openalex.org/works?filter=author.id:A5010623957,66.0,490.0,,,18470.0
,https://openalex.org/A5010637807,Brady T. West,https://api.openalex.org/works?filter=author.id:A5010637807,58.0,347.0,US,,14698.0
,https://openalex.org/A5010598070,Raphaël Gaillard,https://api.openalex.org/works?filter=author.id:A5010598070,40.0,289.0,FR,,6899.0
,https://openalex.org/A5010633102,Olga Golubnitschaja,https://api.openalex.org/works?filter=author.id:A5010633102,51.0,254.0,DE,,8520.0
,https://openalex.org/A5010697582,Jung-In Kim,https://api.openalex.org/works?filter=author.id:A5010697582,27.0,243.0,KR,,4036.0
,https://openalex.org/A5010601798,Pablo Barberá,https://api.openalex.org/works?filter=author.id:A5010601798,33.0,204.0,US,,10145.0
,https://openalex.org/A5010637524,Hao Su,https://api.openalex.org/works?filter=author.id:A5010637524,46.0,194.0,CN,,17744.0
,https://openalex.org/A5010646067,Sharath Chandra Guntuku,https://api.openalex.org/works?filter=author.id:A5010646067,34.0,191.0,US,,4035.0
,https://openalex.org/A5010758003,Tommy L. Brown,https://api.openalex.org/works?filter=author.id:A5010758003,22.0,186.0,CA,,2214.0
,https://openalex.org/A5010593676,James A. R. Marshall,https://api.openalex.org/works?filter=author.id:A5010593676,37.0,172.0,IN,,4612.0
,https://openalex.org/A5010797607,Melanie E. Moses,https://api.openalex.org/works?filter=author.id:A5010797607,29.0,169.0,US,,3622.0
,https://openalex.org/A5010616841,Arun Sundararajan,https://api.openalex.org/works?filter=author.id:A5010616841,33.0,161.0,US,,5750.0
,https://openalex.org/A5010748298,Xiaoming Dong,https://api.openalex.org/works?filter=author.id:A5010748298,25.0,158.0,CN,,1744.0
,https://openalex.org/A5010652164,Bertram Scheufele,https://api.openalex.org/works?filter=author.id:A5010652164,17.0,144.0,,,1165.0
,https://openalex.org/A5010741021,Monique K. LeBourgeois,https://api.openalex.org/works?filter=author.id:A5010741021,48.0,138.0,US,,7063.0
,https://openalex.org/A5010786722,Philip Teitelbaum,https://api.openalex.org/works?filter=author.id:A5010786722,48.0,136.0,,,9898.0
,https://openalex.org/A5010602246,Michael X. Delli Carpini,https://api.openalex.org/works?filter=author.id:A5010602246,31.0,130.0,,,11203.0
,https://openalex.org/A5010647855,Thomas Stark,https://api.openalex.org/works?filter=author.id:A5010647855,21.0,128.0,,,1872.0
,https://openalex.org/A5010637153,Rosta Farzan,https://api.openalex.org/works?filter=author.id:A5010637153,20.0,111.0,US,,1947.0
,https://openalex.org/A5010676573,Johanna Hepp,https://api.openalex.org/works?filter=author.id:A5010676573,19.0,96.0,DE,,1228.0
,https://openalex.org/A5010655577,Tuan Q. Phan,https://api.openalex.org/works?filter=author.id:A5010655577,13.0,92.0,VN,,1975.0
,https://openalex.org/A5010688734,Michael Hiete,https://api.openalex.org/works?filter=author.id:A5010688734,20.0,92.0,DE,,1649.0
,https://openalex.org/A5010713031,Qianshan He,https://api.openalex.org/works?filter=author.id:A5010713031,24.0,86.0,CN,,1606.0
,https://openalex.org/A5010721627,Andrea Révész,https://api.openalex.org/works?filter=author.id:A5010721627,29.0,86.0,PK,,3503.0
,https://openalex.org/A5010771862,Mei Lu,https://api.openalex.org/works?filter=author.id:A5010771862,13.0,73.0,CN,,881.0
,https://openalex.org/A5010686382,Tilo Grenz,https://api.openalex.org/works?filter=author.id:A5010686382,10.0,56.0,CH,,320.0
,https://openalex.org/A5010687341,Ciera Jaspan,https://api.openalex.org/works?filter=author.id:A5010687341,16.0,54.0,US,,1174.0
,https://openalex.org/A5010728482,Michelle A. Kline,https://api.openalex.org/works?filter=author.id:A5010728482,20.0,52.0,US,,2427.0
,https://openalex.org/A5010813153,Alessandra de Ávila Montini,https://api.openalex.org/works?filter=author.id:A5010813153,5.0,51.0,BR,,263.0
,https://openalex.org/A5010637429,Barton E. Lee,https://api.openalex.org/works?filter=author.id:A5010637429,7.0,48.0,CH,,210.0
,https://openalex.org/A5010746851,Chun-hung Li,https://api.openalex.org/works?filter=author.id:A5010746851,11.0,42.0,,,509.0
,https://openalex.org/A5010644779,Xiaoya Chang,https://api.openalex.org/works?filter=author.id:A5010644779,18.0,40.0,FI,,746.0
,https://openalex.org/A5010744032,Daniel Escobar-Grisales,https://api.openalex.org/works?filter=author.id:A5010744032,7.0,32.0,CO,,180.0
,https://openalex.org/A5010582057,Yiyou Sun,https://api.openalex.org/works?filter=author.id:A5010582057,12.0,28.0,,,877.0
,https://openalex.org/A5010626848,Joshua T. Abbott,https://api.openalex.org/works?filter=author.id:A5010626848,13.0,27.0,AU,,859.0
,https://openalex.org/A5010567079,Junjun Pan,https://api.openalex.org/works?filter=author.id:A5010567079,8.0,26.0,HK,,220.0
,https://openalex.org/A5010572016,Courtney N. Haller,https://api.openalex.org/works?filter=author.id:A5010572016,5.0,26.0,US,,75.0
,https://openalex.org/A5010743073,You-qin He,https://api.openalex.org/works?filter=author.id:A5010743073,1.0,18.0,CN,,11.0
,https://openalex.org/A5010576828,Naveen Khetarpal,https://api.openalex.org/works?filter=author.id:A5010576828,7.0,15.0,US,,721.0
,https://openalex.org/A5010649773,Harita Reddy,https://api.openalex.org/works?filter=author.id:A5010649773,6.0,10.0,US,,184.0
,https://openalex.org/A5010679625,Noshir Contractor,https://api.openalex.org/works?filter=author.id:A5010679625,5.0,10.0,US,,749.0
,https://openalex.org/A5010658384,Sowon Jeon,https://api.openalex.org/works?filter=author.id:A5010658384,4.0,9.0,KR,,64.0
,https://openalex.org/A5010677289,Sophia E. Dolan,https://api.openalex.org/works?filter=author.id:A5010677289,2.0,3.0,US,,104.0
,https://openalex.org/A5010827953,Jonah Lubin,https://api.openalex.org/works?filter=author.id:A5010827953,2.0,3.0,US,,17.0
,https://openalex.org/A5010634348,Nora Kořánová,https://api.openalex.org/works?filter=author.id:A5010634348,2.0,2.0,DE,,67.0
,https://openalex.org/A5010766332,Sonia Alonso Saenz De Oger,https://api.openalex.org/works?filter=author.id:A5010766332,2.0,2.0,US,,26.0
,https://openalex.org/A5010639557,Justin Souvenir Niweteto,https://api.openalex.org/works?filter=author.id:A5010639557,1.0,1.0,RW,,14.0
,https://openalex.org/A5010717982,Chiu‐Han Wang,https://api.openalex.org/works?filter=author.id:A5010717982,1.0,1.0,US,,40.0
,https://openalex.org/A5010763256,Y-M. De Hauwere,https://api.openalex.org/works?filter=author.id:A5010763256,1.0,1.0,,,189.0
,https://openalex.org/A5011041473,Robert Klopfleisch,https://api.openalex.org/works?filter=author.id:A5011041473,49.0,1315.0,DE,,9507.0
,https://openalex.org/A5010967678,Katri Räikkönen,https://api.openalex.org/works?filter=author.id:A5010967678,99.0,852.0,,,37293.0
,https://openalex.org/A5010914606,Bram Vanderborght,https://api.openalex.org/works?filter=author.id:A5010914606,63.0,713.0,BE,,17258.0
,https://openalex.org/A5010940647,Dorothy Bishop,https://api.openalex.org/works?filter=author.id:A5010940647,114.0,705.0,GB,,49789.0
,https://openalex.org/A5010835736,Marie Vidailhet,https://api.openalex.org/works?filter=author.id:A5010835736,95.0,665.0,,,35133.0
,https://openalex.org/A5010851725,David Forsyth,https://api.openalex.org/works?filter=author.id:A5010851725,74.0,647.0,US,,30025.0
,https://openalex.org/A5010999876,Stuart Cunningham,https://api.openalex.org/works?filter=author.id:A5010999876,35.0,438.0,AU,,6082.0
,https://openalex.org/A5011020333,Steven Feiner,https://api.openalex.org/works?filter=author.id:A5011020333,66.0,394.0,US,,21296.0
,https://openalex.org/A5010984350,James Martin,https://api.openalex.org/works?filter=author.id:A5010984350,48.0,385.0,US,,16276.0
,https://openalex.org/A5010974487,Qiang Qu,https://api.openalex.org/works?filter=author.id:A5010974487,41.0,304.0,CN,,6137.0
,https://openalex.org/A5010924288,Brendan Nyhan,https://api.openalex.org/works?filter=author.id:A5010924288,52.0,267.0,US,,24867.0
,https://openalex.org/A5010965658,Christian Sander,https://api.openalex.org/works?filter=author.id:A5010965658,54.0,255.0,DE,,27942.0
,https://openalex.org/A5010996988,David M. Schnyer,https://api.openalex.org/works?filter=author.id:A5010996988,64.0,239.0,US,,17204.0
,https://openalex.org/A5011005696,James Scott,https://api.openalex.org/works?filter=author.id:A5011005696,46.0,239.0,DK,,10834.0
,https://openalex.org/A5010923592,Rifat Sipahi,https://api.openalex.org/works?filter=author.id:A5010923592,32.0,233.0,US,,4706.0
,https://openalex.org/A5011064825,Sabine Einwiller,https://api.openalex.org/works?filter=author.id:A5011064825,31.0,180.0,,,3311.0
,https://openalex.org/A5011014926,Heather L. Gainforth,https://api.openalex.org/works?filter=author.id:A5011014926,27.0,152.0,CA,,3159.0
,https://openalex.org/A5011070646,Xinxiao Wu,https://api.openalex.org/works?filter=author.id:A5011070646,21.0,124.0,,,1815.0
,https://openalex.org/A5011012964,Cristian Danescu-Niculescu-Mizil,https://api.openalex.org/works?filter=author.id:A5011012964,36.0,109.0,US,,5480.0
